Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Notes,Drivetrain
Sedan/Wagon,RS7,2021,Audi,Hybrid Electric,,,,,,15.0,22.0,17.0,Auto,,SI,4.0L,8,,,"",""
Sedan/Wagon,RS Q8,2021,Audi,Hybrid Electric,,,,,,13.0,19.0,15.0,Auto,,SI,4.0L,8,,,"",
Sedan/Wagon,S6,2021,Audi,Hybrid Electric,,,,,,18.0,28.0,22.0,Auto,,SI,2.9L,6,,,"",
Sedan/Wagon,S7,2021,Audi,Hybrid Electric,,,,,,18.0,28.0,22.0,Auto,,SI,2.9L,6,,,"",
Sedan/Wagon,S8,2021,Audi,Hybrid Electric,,,,,,13.0,22.0,16.0,Auto,,SI,4.0L,8,,,"",
SUV,Bentayga,2021,Bentley Motors,Plug-in Hybrid Electric,18,,,,46.0,17.0,21.0,19.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,330e,2021,BMW,Plug-in Hybrid Electric,23,,,,75.0,25.0,33.0,28.0,Auto,,SI,2.0L,4,,,"",""
Sedan/Wagon,330e xDrive,2021,BMW,Plug-in Hybrid Electric,20,,,,67.0,22.0,30.0,25.0,Auto,,SI,2.0L,4,,,"",""
Sedan/Wagon,530e,2021,BMW,Plug-in Hybrid Electric,21,,,,64.0,24.0,29.0,26.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,530e xDrive,2021,BMW,Plug-in Hybrid Electric,19,,,,62.0,22.0,28.0,25.0,Auto,,SI,2.0L,4,,,"",
SUV,540i,2021,BMW,Hybrid Electric,,,,,,25.0,32.0,27.0,Auto,,SI,3.0L,6,,,"",
SUV,540i xDrive,2021,BMW,Hybrid Electric,,,,,,23.0,31.0,26.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,745e xDrive,2021,BMW,Plug-in Hybrid Electric,17,,,,56.0,19.0,26.0,22.0,Auto,,SI,3.0L,6,,,"",""
Sedan/Wagon,i3,2021,BMW,Electric,153,,124.0,102.0,113.0,,,,Auto,,e-motor,125 kW electric motor,,,,"",
Sedan/Wagon,i3s,2021,BMW,Electric,153,,124.0,102.0,113.0,,,,Auto,,e-motor,135 kW electric motor,,,,"",
Sedan/Wagon,i3s with Range Extender,2021,BMW,Plug-in Hybrid Electric,126,,,,100.0,30.0,31.0,31.0,Auto,,SI,135 kW,,,,"",""
Sedan/Wagon,i3 with Range Extender,2021,BMW,Plug-in Hybrid Electric,126,,,,100.0,30.0,31.0,31.0,Auto,,SI,125 kW,,,,"",""
SUV,M340i,2021,BMW,Hybrid Electric,,,,,,23.0,32.0,26.0,Auto,,SI,3.0L,6,,,"",""
SUV,M340i xDrive,2021,BMW,Hybrid Electric,,,,,,22.0,31.0,25.0,Auto,,SI,3.0L,6,,,"",""
Sedan/Wagon,M440i Convertible,2021,BMW,Hybrid Electric,,,,,,23.0,31.0,26.0,Auto,,SI,3.0L,6,,,"",""
Sedan/Wagon,M440i xDrive Coupe,2021,BMW,Hybrid Electric,,,,,,22.0,31.0,25.0,Auto,,SI,3.0L,6,,,"",
SUV,X3 xDrive30e,2021,BMW,Plug-in Hybrid Electric,18,,,,60.0,21.0,27.0,24.0,Auto,,SI,2.0L,4,,,"",
SUV,X5 sDrive40i 2WD,2021,BMW,Hybrid Electric,,,,,,21.0,26.0,23.0,Auto,,SI,3.0L,6,,,"",
SUV,X5 sDrive40i 4WD,2021,BMW,Hybrid Electric,,,,,,21.0,25.0,23.0,Auto,,SI,3.0L,6,,,"",
SUV,X5 xDrive45e,2021,BMW,Plug-in Hybrid Electric,31,,,,50.0,19.0,22.0,20.0,Auto,,SI,3.0L,6,,,"",""
SUV,X6 sDrive40i 2WD,2021,BMW,Hybrid Electric,,,,,,21.0,26.0,23.0,Auto,,SI,3.0L,6,,,"",
SUV,X6 sDrive40i 4WD,2021,BMW,Hybrid Electric,,,,,,21.0,25.0,23.0,Auto,,SI,3.0L,6,,,"",
SUV,X7 sDrive40i 4WD,2021,BMW,Hybrid Electric,,,,,,19.0,24.0,21.0,Auto,,SI,3.0L,6,,,"",""
SUV,Escalade 2WD,2021,Cadillac,Biodiesel (B20),,,,,,21.0,27.0,23.0,Auto,,CI,3.0L,6,,,"",
SUV,Escalade 4WD,2021,Cadillac,Biodiesel (B20),,,,,,20.0,26.0,22.0,Auto,,CI,3.0L,6,,,"",
Sedan/Wagon,Bolt EV,2021,Chevrolet,Electric,259,,127.0,108.0,118.0,,,,"",,e-motor,150 kW electric motor,,,,"",
Pickup,Colorado 2WD,2021,Chevrolet,Biodiesel (B20),,,,,,20.0,30.0,23.0,Auto,,CI,2.8L,4,,,"",
Pickup,Colorado 4WD,2021,Chevrolet,Biodiesel (B20),,,,,,19.0,28.0,22.0,Auto,,CI,2.8L,4,,,"",
Pickup,Colorado ZR2 4WD,2021,Chevrolet,Biodiesel (B20),,,,,,18.0,22.0,19.0,Auto,,CI,2.8L,4,,,"",
Pickup,Silverado 2WD,2021,Chevrolet,Biodiesel (B20),,,,,,23.0,33.0,27.0,Auto,,CI,3.0L,6,,,"",
Pickup,Silverado 2WD,2021,Chevrolet,Ethanol (E85),,,11.0,15.0,12.0,15.0,19.0,16.0,Auto,,SI,5.3L,8,,,"",
Pickup,Silverado 4WD,2021,Chevrolet,Biodiesel (B20),,,,,,22.0,26.0,24.0,Auto,,CI,3.0L,6,,,"",
Pickup,Silverado 4WD,2021,Chevrolet,Ethanol (E85),,,11.0,13.0,12.0,14.0,18.0,16.0,Auto,,SI,5.3L,8,,,"",
SUV,Suburban 2WD,2021,Chevrolet,Biodiesel (B20),,,,,,21.0,27.0,23.0,Auto,,CI,3.0L,6,,,"",
SUV,Suburban 4WD,2021,Chevrolet,Biodiesel (B20),,,,,,20.0,26.0,22.0,Auto,,CI,3.0L,6,,,"",
SUV,Tahoe 2WD,2021,Chevrolet,Biodiesel (B20),,,,,,21.0,28.0,24.0,Auto,,CI,3.0L,6,,,"",
SUV,Tahoe 4WD,2021,Chevrolet,Biodiesel (B20),,,,,,20.0,26.0,22.0,Auto,,CI,3.0L,6,,,"",
Van,Pacifica Hybrid,2021,Chrysler,Plug-in Hybrid Electric,32,,,,82.0,29.0,30.0,30.0,Auto,,SI,3.6L,6,,,"",
Sedan/Wagon,SF90 Stradale Coupe,2021,Ferrari,Plug-in Hybrid Electric,8,,,,51.0,16.0,20.0,18.0,Auto,,SI,3.9L,8,,,"",
Sedan/Wagon,Escape AWD HEV,2021,Ford,Hybrid Electric,,,,,,43.0,37.0,40.0,Auto,,SI,2.5L I4,4,,,"",
Sedan/Wagon,Escape FWD HEV,2021,Ford,Hybrid Electric,,,,,,44.0,37.0,41.0,Auto,,SI,2.5L I4,4,,,"",
SUV,Escape FWD PHEV,2021,Ford,Plug-in Hybrid Electric,37,,,,105.0,43.0,38.0,40.0,Auto,,SI,2.5L,4,,,"",""
SUV,Explorer AWD FFV,2021,Ford,Ethanol (E85),,,11.0,15.0,13.0,16.0,23.0,19.0,Auto,,SI,3.3L,6,,,"",""
SUV,Explorer HEV AWD,2021,Ford,Hybrid Electric,,,,,,23.0,26.0,25.0,Auto,,SI,3.3L V6,6,,,"",
SUV,Explorer HEV RWD,2021,Ford,Hybrid Electric,,,,,,27.0,28.0,27.0,Auto,,SI,3.3L V6,6,,,"",
Pickup,F-150 2WD,2021,Ford,Biodiesel (B20),,,,,,,,,Auto,,CI,3.0L,6,,,"",
Pickup,F-150 2WD FFV,2021,Ford,Ethanol (E85),,,14.0,19.0,16.0,20.0,24.0,21.0,Auto,,SI,3.3L,6,,,"",
Pickup,F-150 2WD FFV,2021,Ford,Ethanol (E85),,,12.0,18.0,14.0,17.0,24.0,20.0,Auto,,SI,5.0L,8,,,"",
Pickup,F-150 4WD,2021,Ford,Biodiesel (B20),,,,,,20.0,27.0,23.0,Auto,,CI,3.0L,6,,,"",
Pickup,F-150 4WD FFV,2021,Ford,Ethanol (E85),,,14.0,18.0,15.0,19.0,22.0,20.0,Auto,,SI,3.3L,6,,,"",
Pickup,F-150 4WD FFV,2021,Ford,Ethanol (E85),,,11.0,17.0,13.0,16.0,22.0,19.0,Auto,,SI,5.0L,8,,,"",
Pickup,F150 Pickup 2WD HEV,2021,Ford,Hybrid Electric,,,,,,25.0,26.0,25.0,Auto,,SI,3.5L V6,6,,,"",
Pickup,F150 Pickup 4WD HEV,2021,Ford,Hybrid Electric,,,,,,24.0,24.0,24.0,Auto,,SI,3.5L V6,6,,,"",
Sedan/Wagon,Mustang Mach-E AWD,2021,Ford,Electric,211,,100.0,86.0,93.0,,,,Auto,,e-motor,198 kW electric motor,,,,"",Part-Time 4WD
Sedan/Wagon,Mustang Mach-E AWD Extended,2021,Ford,Electric,270,,96.0,84.0,90.0,,,,Auto,,e-motor,209 kW electric motor,,,,"",
Sedan/Wagon,Mustang Mach-E GT AWD,2021,Ford,Electric,270,,90.0,77.0,84.0,,,,Auto,,e-motor,179  kW electric motors (X2),,,,"",AWD
Sedan/Wagon,Mustang Mach-E GT AWD,2021,Ford,Electric,260,,88.0,75.0,82.0,,,,Auto,,e-motor,179  kW electric motors (X2),,,,"",AWD
Sedan/Wagon,Mustang Mach-E RWD,2021,Ford,Electric,230,,105.0,93.0,100.0,,,,Auto,,e-motor,198 kW electric motor,,,,"",
Sedan/Wagon,Mustang Mach-E RWD California Route 1,2021,Ford,Electric,305,,108.0,94.0,101.0,,,,Auto,,e-motor,216 kW electric motor,,,,"",
Sedan/Wagon,Mustang Mach-E RWD Extended,2021,Ford,Electric,300,,104.0,90.0,97.0,,,,Auto,,e-motor,216 kW electric motor,,,,"",
Pickup,Super Duty F-250,2021,Ford,Ethanol (E85),,,,,,,,,Auto,,SI,7.3L,8,,,"",
Pickup,Super Duty F-250 2WD/4WD,2021,Ford,CNG - Bi-fuel,,,,,,,,,Auto,,SI,7.3L,8,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Biodiesel (B20),,,,,,,,,Auto,,CI,6.7L,8,,,"",
Pickup,Super Duty F-250 2WD/4WD,2021,Ford,CNG - Compressed Natural Gas,,,,,,,,,Auto,,SI,7.3L,8,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Propane - Bi-fuel,,,,,,,,,Auto,,SI,7.3L,8,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Propane,,,,,,,,,Auto,,SI,7.3L,8,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Van,Transit Connect Van FFV,2021,Ford,Ethanol (E85),,,18.0,20.0,19.0,24.0,27.0,25.0,Auto,,SI,2.0L,4,,,This vehicle is only available in certain states. See dealer for details.,""
Van,Transit Connect Van/Wagon,2021,Ford,Propane - Bi-fuel,,,,,,,,,Auto,,SI,2.5L,4,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Van,Transit Connect Van/Wagon,2021,Ford,CNG - Compressed Natural Gas,,,,,,,,,Auto,,SI,2.5L,4,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Van,Transit Connect Van/Wagon,2021,Ford,CNG - Bi-fuel,,,,,,,,,Auto,,SI,2.5L,4,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Van,Transit Connect Van/Wagon,2021,Ford,Propane,,,,,,,,,Auto,,SI,2.5L,4,,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
Passenger Van/Shuttle Bus,Transit Connect Wagon LWB FFV,2021,Ford,Ethanol (E85),,,17.0,21.0,19.0,24.0,29.0,26.0,Auto,,SI,2.0L,4,,,This vehicle is only available in certain states. See dealer for details.,""
Passenger Van/Shuttle Bus,Transit T150 Passenger Van 2WD FFV,2021,Ford,Ethanol (E85),,,11.0,14.0,12.0,14.0,18.0,16.0,Auto,,SI,3.5L,,,,"",
Passenger Van/Shuttle Bus,Transit T150 Passenger Van 4WD FFV,2021,Ford,Ethanol (E85),,,11.0,14.0,12.0,15.0,19.0,16.0,Auto,,SI,3.5L,,,,"",
Pickup,Canyon 2WD,2021,GMC,Biodiesel (B20),,,,,,20.0,30.0,23.0,Auto,,CI,2.8L,4,,,"",
Pickup,Canyon 4WD,2021,GMC,Biodiesel (B20),,,,,,19.0,28.0,22.0,Auto,,CI,2.8L,4,,,"",
Pickup,Sierra 2WD,2021,GMC,Biodiesel (B20),,,,,,23.0,30.0,26.0,Auto,,CI,3.0L,6,,,"",
Pickup,Sierra 2WD,2021,GMC,Ethanol (E85),,,11.0,15.0,12.0,15.0,19.0,16.0,Auto,,SI,5.3L,8,,,"",
Pickup,Sierra 4WD,2021,GMC,Biodiesel (B20),,,,,,22.0,26.0,24.0,Auto,,CI,3.0L,6,,,"",
Pickup,Sierra 4WD,2021,GMC,Ethanol (E85),,,11.0,13.0,12.0,14.0,18.0,16.0,Auto,,SI,5.3L,8,,,"",
Pickup,Sierra 4WD AT4,2021,GMC,Biodiesel (B20),,,,,,22.0,26.0,24.0,Auto,,CI,3.0L,6,,,"",
SUV,Yukon 2WD,2021,GMC,Biodiesel (B20),,,,,,21.0,27.0,23.0,Auto,,CI,3.0L,6,,,"",""
SUV,Yukon 4WD,2021,GMC,Biodiesel (B20),,,,,,20.0,26.0,22.0,Auto,,CI,3.0L,6,,,"",
SUV,Yukon XL 2WD,2021,GMC,Biodiesel (B20),,,,,,21.0,27.0,23.0,Auto,,CI,3.0L,6,,,"",
SUV,Yukon XL 4WD,2021,GMC,Biodiesel (B20),,,,,,20.0,26.0,22.0,Auto,,CI,3.0L,6,,,"",
Sedan/Wagon,Accord,2021,Honda,Hybrid Electric,,,,,,48.0,48.0,48.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,Accord Sport/Touring,2021,Honda,Hybrid Electric,,,,,,44.0,41.0,43.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,Clarity,2021,Honda,Hydrogen Fuel Cell,,,68.0,67.0,68.0,,,,Auto,,SI,130 kW electric motor,,,,"",
Sedan/Wagon,Clarity PHEV,2021,Honda,Plug-in Hybrid Electric,48,,,,110.0,44.0,40.0,42.0,Auto,,SI,1.5L,4,,,"",
SUV,CR-V AWD,2021,Honda,Hybrid Electric,,,,,,40.0,35.0,38.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,Insight,2021,Honda,Hybrid Electric,,,,,,55.0,49.0,52.0,Auto,,SI,1.5L,4,,,"",
Sedan/Wagon,Insight Touring,2021,Honda,Hybrid Electric,,,,,,51.0,45.0,48.0,Auto,,SI,1.5L,4,,,"",
Sedan/Wagon,Elantra Hybrid,2021,Hyundai,Hybrid Electric,,,,,,49.0,52.0,50.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Elantra Hybrid Blue,2021,Hyundai,Hybrid Electric,,,,,,53.0,56.0,54.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Ioniq,2021,Hyundai,Hybrid Electric,,,,,,54.0,56.0,55.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Ioniq Blue,2021,Hyundai,Hybrid Electric,,,,,,59.0,60.0,59.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Ioniq Electric,2021,Hyundai,Electric,170,,145.0,121.0,133.0,,,,Auto,,e-motor,100 kW electric motor,,,,"",""
Sedan/Wagon,Ioniq Plug-in Hybrid,2021,Hyundai,Plug-in Hybrid Electric,29,,,,119.0,52.0,51.0,52.0,Auto,,SI,1.6L,4,,,"",
SUV,Kona Electric,2021,Hyundai,Electric,258,,132.0,108.0,120.0,,,,Auto,,e-motor,150 kW electric motor,,,,"",""
SUV,Nexo,2021,Hyundai,Hydrogen Fuel Cell,,,59.0,54.0,57.0,,,,Auto,,FC,120 kW electric motor,,,,"",""
SUV,Nexo Blue,2021,Hyundai,Hydrogen Fuel Cell,,,65.0,58.0,61.0,,,,Auto,,FC,120 kW electric motor,,,,"",""
Sedan/Wagon,Santa Fe Hybrid,2021,Hyundai,Hybrid Electric,,,,,,33.0,30.0,32.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Santa Fe Hybrid Blue,2021,Hyundai,Hybrid Electric,,,,,,36.0,31.0,34.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Sonata Hybrid,2021,Hyundai,Hybrid Electric,,,,,,45.0,51.0,47.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,Sonata Hybrid Blue,2021,Hyundai,Hybrid Electric,,,,,,50.0,54.0,52.0,Auto,,SI,2.0L,4,,,"",
SUV,E-PACE MHEV,2021,Jaguar,Hybrid Electric,,,,,,21.0,26.0,23.0,Auto,,SI,2.0L,4,,,"",""
SUV,F-PACE P340 MHEV,2021,Jaguar,Hybrid Electric,,,,,,20.0,27.0,22.0,Auto,,SI,3.0L,6,,,"",""
SUV,F-PACE P400 MHEV,2021,Jaguar,Hybrid Electric,,,,,,20.0,26.0,22.0,Auto,,SI,3.0L,6,,,"",""
SUV,I-PACE EV400,2021,Jaguar,Electric,234,,80.0,72.0,76.0,,,,Auto,,e-motor,"",,,,"",4WD
SUV,Wrangler 2dr 4x4,2021,Jeep,Hybrid Electric,,,,,,20.0,24.0,21.0,Auto,,SI,3.6L,6,,,"",
SUV,Wrangler 4dr 4x4,2021,Jeep,Hybrid Electric,,,,,,19.0,24.0,21.0,Auto,,SI,3.6L,6,,,"",
SUV,Wrangler 4dr 4xe,2021,Jeep,Plug-in Hybrid Electric,22,,,,49.0,20.0,20.0,20.0,Auto,,SI,2.0L,4,,,"",4WD
Sedan/Wagon,K27,2021,Kandi,Electric,59,,127.0,102.0,114.0,,,,Auto,,e-motor,20 kW electric motor,,,,"",
Sedan/Wagon,"GS-6 (21"" wheels)",2021,Karma,Plug-in Hybrid Electric,61,,,,70.0,27.0,25.0,26.0,Auto,,SI,1.5L,3,,,"This model is also available with 22"" wheels, at reduced fuel economy and all-electric range.",""
Sedan/Wagon,"Revero GT (21"" wheels)",2021,Karma,Plug-in Hybrid Electric,61,,,,70.0,27.0,25.0,26.0,Auto,,SI,1.5L,3,,,"This model is also available with 22"" wheels, at reduced fuel economy and all-electric range.",
Sedan/Wagon,Niro,2021,Kia,Hybrid Electric,,,,,,51.0,46.0,49.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Niro Electric,2021,Kia,Electric,239,,123.0,102.0,112.0,,,,Auto,,e-motor,150 kW electric motor,,,,"",
Sedan/Wagon,Niro FE,2021,Kia,Hybrid Electric,,,,,,53.0,48.0,50.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Niro Plug-in Hybrid,2021,Kia,Plug-in Hybrid Electric,26,,,,105.0,48.0,44.0,46.0,Auto,,SI,1.6L,4,,,"",
Sedan/Wagon,Niro Touring,2021,Kia,Hybrid Electric,,,,,,46.0,40.0,43.0,Auto,,SI,1.6L,4,,,"",
SUV,Sorento Hybrid,2021,Kia,Hybrid Electric,,,,,,39.0,35.0,37.0,Auto,,SI,1.6L,4,,,"",""
SUV,Defender 110 MHEV,2021,Land Rover,Hybrid Electric,,,,,,17.0,22.0,19.0,Auto,,CI,3.0L,6,,,"",
SUV,Defender 90 MHEV,2021,Land Rover,Hybrid Electric,,,,,,17.0,22.0,19.0,Auto,,CI,3.0L,6,,,"",
SUV,Discovery MHEV,2021,Land Rover,Hybrid Electric,,,,,,18.0,24.0,21.0,Auto,,CI,3.0L,6,,,"",""
SUV,Range Rover ,2021,Land Rover,Biodiesel (B20),,,,,,22.0,28.0,24.0,Auto,,CI,3.0L,6,,,"",
SUV,Range Rover MHEV,2021,Land Rover,Hybrid Electric,,,,,,18.0,23.0,20.0,Auto,,CI,3.0L,6,,,"",
SUV,Range Rover PHEV,2021,Land Rover,Plug-in Hybrid Electric,19,,,,42.0,18.0,21.0,19.0,Auto,,CI,2.0L,4,,,"",
SUV,Range Rover Sport,2021,Land Rover,Biodiesel (B20),,,,,,22.0,28.0,24.0,Auto,,CI,3.0L,6,,,"",
SUV,Range Rover Sport MHEV,2021,Land Rover,Hybrid Electric,,,,,,19.0,24.0,21.0,Auto,,CI,3.0L,6,,,"",
SUV,Range Rover Sport PHEV,2021,Land Rover,Plug-in Hybrid Electric,19,,,,42.0,18.0,21.0,20.0,Auto,,CI,2.0L,4,,,"",
SUV,Range Rover Velar P340 MHEV,2021,Land Rover,Hybrid Electric,,,,,,20.0,26.0,22.0,Auto,,CI,3.0L,6,,,"",
SUV,Range Rover Velar P400 MHEV,2021,Land Rover,Hybrid Electric,,,,,,19.0,25.0,21.0,Auto,,CI,3.0L,6,,,"",
Sedan/Wagon,ES 300h,2021,Lexus,Hybrid Electric,,,,,,43.0,44.0,44.0,Auto,,SI,2.5L,4,,,"",
Sedan/Wagon,LC 500h,2021,Lexus,Hybrid Electric,,,,,,26.0,34.0,29.0,Auto,,SI,3.5L,6,,,"",""
Sedan/Wagon,LS 500h,2021,Lexus,Hybrid Electric,,,,,,25.0,33.0,28.0,Auto,,SI,3.5L,6,,,"",""
Sedan/Wagon,LS 500h AWD,2021,Lexus,Hybrid Electric,,,,,,23.0,29.0,26.0,Auto,,SI,3.5L,6,,,"",""
SUV,NX 300h AWD,2021,Lexus,Hybrid Electric,,,,,,33.0,30.0,31.0,Auto,,SI,2.5L,4,,,"",
SUV,RX 450h AWD,2021,Lexus,Hybrid Electric,,,,,,31.0,28.0,30.0,Auto,,SI,3.5L,6,,,"",
SUV,RX 450h L AWD,2021,Lexus,Hybrid Electric,,,,,,29.0,28.0,29.0,Auto,,SI,3.5L,6,,,"",""
Sedan/Wagon,UX 250h,2021,Lexus,Hybrid Electric,,,,,,43.0,41.0,42.0,Auto,,SI,2.0L,4,,,"",
Sedan/Wagon,UX 250h AWD,2021,Lexus,Hybrid Electric,,,,,,41.0,38.0,39.0,Auto,,SI,2.0L,4,,,"",
SUV,Aviator AWD PHEV,2021,Lincoln,Plug-in Hybrid Electric,21,,,,56.0,22.0,25.0,23.0,Auto,,CI,3.0L,6,,,"",
SUV,Corsair AWD PHEV,2021,Lincoln,Plug-in Hybrid Electric,28,,,,78.0,34.0,32.0,33.0,Auto,,CI,2.5L,4,,,"",
Sedan/Wagon,AMG CLS 53 4MATIC+,2021,Mercedes-Benz,Hybrid Electric,,,,,,21.0,26.0,23.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,AMG E53 4MATIC+,2021,Mercedes-Benz,Hybrid Electric,,,,,,22.0,29.0,25.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,AMG E53 4MATIC+ (Convertible),2021,Mercedes-Benz,Hybrid Electric,,,,,,21.0,27.0,23.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,AMG E53 4MATIC+ (Coupe),2021,Mercedes-Benz,Hybrid Electric,,,,,,21.0,28.0,24.0,Auto,,SI,3.0L,6,,,"",
SUV,AMG GLE 53 4MATIC+,2021,Mercedes-Benz,Hybrid Electric,,,,,,18.0,22.0,19.0,Auto,,SI,3.0L,6,,,"",
SUV,AMG GLE 53 4MATIC+ Coupe,2021,Mercedes-Benz,Hybrid Electric,,,,,,18.0,23.0,20.0,Auto,,SI,3.0L,6,,,"",
SUV,AMG GLE 63 4MATIC+,2021,Mercedes-Benz,Hybrid Electric,,,,,,15.0,19.0,16.0,Auto,,SI,4.0L,8,,,"",""
SUV,AMG GLE 63 S 4MATIC+ Coupe,2021,Mercedes-Benz,Hybrid Electric,,,,,,15.0,19.0,17.0,Auto,,SI,4.0L,8,,,"",""
SUV,AMG GLS 63 4MATIC+,2021,Mercedes-Benz,Hybrid Electric,,,,,,14.0,18.0,16.0,Auto,,SI,4.0L,8,,,"",
Sedan/Wagon,AMG GT 43 4MATIC+,2021,Mercedes-Benz,Hybrid Electric,,,,,,20.0,25.0,22.0,Auto,,SI,3.0L,6,,,"",""
Sedan/Wagon,AMG GT 53 4MATIC+,2021,Mercedes-Benz,Hybrid Electric,,,,,,20.0,25.0,22.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,CLS 450,2021,Mercedes-Benz,Hybrid Electric,,,,,,23.0,30.0,26.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,CLS 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,22.0,29.0,25.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,E 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,23.0,30.0,26.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,E 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,23.0,30.0,26.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,E 450 4MATIC All-Terrain (wagon),2021,Mercedes-Benz,Hybrid Electric,,,,,,22.0,28.0,24.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,E 450 4MATIC (Convertible),2021,Mercedes-Benz,Hybrid Electric,,,,,,23.0,29.0,25.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,E 450 4MATIC (Coupe),2021,Mercedes-Benz,Hybrid Electric,,,,,,23.0,30.0,25.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,E 450 (Convertible),2021,Mercedes-Benz,Hybrid Electric,,,,,,23.0,30.0,25.0,Auto,,SI,3.0L,6,,,"",
Sedan/Wagon,E 450 (Coupe),2021,Mercedes-Benz,Hybrid Electric,,,,,,23.0,31.0,26.0,Auto,,SI,3.0L,6,,,"",
SUV,GLE 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,21.0,26.0,23.0,Auto,,SI,3.0L,6,,,"",
SUV,GLE 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,17.0,22.0,19.0,Auto,,SI,4.0L,8,,,"",
SUV,GLS 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,20.0,24.0,21.0,Auto,,SI,3.0L,6,,,"",
SUV,GLS 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,16.0,21.0,18.0,Auto,,SI,4.0L,8,,,"",
SUV,GLS 600 4MATIC Maybach,2021,Mercedes-Benz,Hybrid Electric,,,,,,15.0,19.0,16.0,Auto,,SI,4.0L,8,,,"",""
Sedan/Wagon,S 500 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,20.0,29.0,24.0,Auto,,SI,3.0L,6,,,"",""
Sedan/Wagon,S 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric,,,,,,17.0,25.0,20.0,Auto,,SI,4.0L,8,,,"",""
